TimesheetID,Date,ConsultantID,ProjectID,Hours,IsBillable
TS0006734,2025-06-16,C015,P039,5.6,1
TS0006735,2025-06-16,C018,P039,4.7,1
TS0006736,2025-06-16,C011,P039,5.8,1
TS0006737,2025-06-17,C022,P027,2.4,0
TS0006738,2025-06-17,C018,P007,5.2,1
TS0006739,2025-06-17,C002,P007,5.8,1
TS0006740,2025-06-17,C009,P007,5.6,1
TS0006741,2025-06-17,C005,P007,3.2,1
TS0006742,2025-06-17,C011,P039,9.1,1
TS0006743,2025-06-17,C015,P039,9.7,1
TS0006744,2025-06-17,C024,P002,7.3,1
TS0006745,2025-06-17,C021,P002,6.6,1
TS0006746,2025-06-17,C004,P029,6.3,1
TS0006747,2025-06-17,C023,P029,5.9,1
TS0006748,2025-06-17,C012,P037,2.7,1
TS0006749,2025-06-17,C011,P037,2.1,0
TS0006750,2025-06-18,C024,P002,5.0,1
TS0006751,2025-06-18,C004,P002,6.6,1
TS0006752,2025-06-18,C021,P002,5.9,1
TS0006753,2025-06-18,C015,P039,6.0,1
TS0006754,2025-06-18,C014,P007,7.2,1
TS0006755,2025-06-18,C005,P007,7.0,1
TS0006756,2025-06-18,C018,P007,1.8,0
TS0006757,2025-06-18,C001,P005,5.8,1
TS0006758,2025-06-18,C012,P037,5.0,1
TS0006759,2025-06-18,C011,P037,6.6,1
TS0006760,2025-06-18,C025,P029,7.4,1
TS0006761,2025-06-18,C026,P029,3.1,1
TS0006762,2025-06-18,C004,P029,4.8,1
TS0006763,2025-06-18,C015,P026,6.6,1
TS0006764,2025-06-18,C022,P027,4.3,1
TS0006765,2025-06-18,C011,P027,7.6,1
TS0006766,2025-06-18,C003,P027,6.4,1
TS0006767,2025-06-19,C021,P002,5.3,1
TS0006768,2025-06-19,C004,P002,3.3,1
TS0006769,2025-06-19,C015,P026,2.7,0
TS0006770,2025-06-19,C018,P007,6.7,1
TS0006771,2025-06-19,C012,P037,4.4,1
TS0006772,2025-06-19,C011,P037,5.5,1
TS0006773,2025-06-19,C001,P005,8.1,1
TS0006774,2025-06-19,C022,P027,4.5,1
TS0006775,2025-06-19,C003,P027,6.5,1
TS0006776,2025-06-19,C011,P027,8.3,1
TS0006777,2025-06-19,C004,P029,4.4,1
TS0006778,2025-06-19,C005,P029,5.5,1
TS0006779,2025-06-19,C025,P029,6.5,1
TS0006780,2025-06-19,C018,P039,5.7,1
TS0006781,2025-06-19,C015,P039,8.5,1
TS0006782,2025-06-20,C010,P029,2.5,0
TS0006783,2025-06-20,C023,P029,5.3,1
TS0006784,2025-06-20,C026,P029,5.3,1
TS0006785,2025-06-20,C004,P029,5.3,1
TS0006786,2025-06-20,C005,P029,5.4,1
TS0006787,2025-06-20,C015,P039,6.5,1
TS0006788,2025-06-20,C017,P002,9.6,1
TS0006789,2025-06-20,C024,P002,5.0,1
TS0006790,2025-06-20,C021,P002,7.0,1
TS0006791,2025-06-20,C004,P002,1.0,0
TS0006792,2025-06-20,C012,P037,3.3,1
TS0006793,2025-06-20,C011,P037,4.9,1
TS0006794,2025-06-20,C022,P027,7.8,1
TS0006795,2025-06-20,C015,P026,8.5,1
TS0006796,2025-06-20,C013,P026,6.6,1
TS0006797,2025-06-20,C007,P005,5.9,1
TS0006798,2025-06-20,C001,P005,6.1,1
TS0006799,2025-06-20,C002,P007,3.5,1
TS0006800,2025-06-23,C012,P037,8.0,1
TS0006801,2025-06-23,C018,P007,5.6,1
TS0006802,2025-06-23,C007,P005,7.3,1
TS0006803,2025-06-23,C017,P002,7.8,1
TS0006804,2025-06-23,C024,P002,5.7,1
TS0006805,2025-06-23,C021,P002,7.5,1
TS0006806,2025-06-23,C004,P029,5.3,1
TS0006807,2025-06-23,C030,P019,6.1,1
TS0006808,2025-06-23,C025,P019,7.7,1
TS0006809,2025-06-23,C015,P019,2.4,0
TS0006810,2025-06-23,C022,P027,3.8,1
TS0006811,2025-06-23,C003,P027,5.0,1
TS0006812,2025-06-23,C011,P027,7.8,1
TS0006813,2025-06-23,C018,P039,7.0,1
TS0006814,2025-06-23,C015,P026,2.8,0
TS0006815,2025-06-24,C005,P029,8.1,1
TS0006816,2025-06-24,C004,P029,5.9,1
TS0006817,2025-06-24,C023,P029,6.1,1
TS0006818,2025-06-24,C025,P029,7.2,1
TS0006819,2025-06-24,C010,P029,4.8,1
TS0006820,2025-06-24,C026,P029,4.7,1
TS0006821,2025-06-24,C003,P027,5.7,1
TS0006822,2025-06-24,C022,P027,6.2,1
TS0006823,2025-06-24,C011,P037,7.9,1
TS0006824,2025-06-24,C012,P037,8.3,1
TS0006825,2025-06-24,C018,P039,4.0,1
TS0006826,2025-06-24,C004,P002,3.9,0
TS0006827,2025-06-24,C017,P002,4.9,1
TS0006828,2025-06-24,C024,P002,3.0,1
TS0006829,2025-06-24,C001,P005,7.2,1
TS0006830,2025-06-24,C009,P007,4.9,0
TS0006831,2025-06-24,C002,P007,6.8,1
TS0006832,2025-06-24,C013,P026,1.4,0
TS0006833,2025-06-24,C015,P026,0.3,0
TS0006834,2025-06-24,C015,P019,2.9,0
TS0006835,2025-06-24,C025,P019,8.3,1
TS0006836,2025-06-24,C003,P019,5.7,1
TS0006837,2025-06-25,C002,P007,6.7,1
TS0006838,2025-06-25,C022,P027,2.1,0
TS0006839,2025-06-25,C003,P027,3.1,0
TS0006840,2025-06-25,C017,P002,6.3,1
TS0006841,2025-06-25,C015,P026,5.3,1
TS0006842,2025-06-25,C013,P026,5.5,1
TS0006843,2025-06-25,C011,P039,9.1,1
TS0006844,2025-06-25,C018,P039,5.8,1
TS0006845,2025-06-25,C012,P037,6.9,1
TS0006846,2025-06-25,C011,P037,4.6,1
TS0006847,2025-06-25,C007,P005,8.7,1
TS0006848,2025-06-25,C025,P019,3.4,0
TS0006849,2025-06-25,C015,P019,3.1,1
TS0006850,2025-06-25,C005,P029,8.6,1
TS0006851,2025-06-25,C025,P029,6.8,1
TS0006852,2025-06-25,C026,P029,8.4,1
TS0006853,2025-06-25,C004,P029,5.8,1
TS0006854,2025-06-25,C023,P029,9.4,1
TS0006855,2025-06-25,C010,P029,0.5,0
TS0006856,2025-06-26,C026,P029,6.3,1
TS0006857,2025-06-26,C023,P029,7.2,1
TS0006858,2025-06-26,C010,P029,2.3,0
TS0006859,2025-06-26,C004,P029,6.8,1
TS0006860,2025-06-26,C025,P029,7.0,1
TS0006861,2025-06-26,C005,P029,9.7,1
TS0006862,2025-06-26,C007,P005,4.8,1
TS0006863,2025-06-26,C030,P019,6.3,1
TS0006864,2025-06-26,C003,P019,2.3,0
TS0006865,2025-06-26,C025,P019,4.9,1
TS0006866,2025-06-26,C024,P002,5.6,1
TS0006867,2025-06-26,C003,P027,1.5,0
TS0006868,2025-06-26,C011,P027,8.2,1
TS0006869,2025-06-26,C022,P027,7.0,1
TS0006870,2025-06-26,C002,P007,4.3,1
TS0006871,2025-06-26,C005,P007,6.0,1
TS0006872,2025-06-26,C014,P007,4.6,1
TS0006873,2025-06-26,C011,P007,4.5,1
TS0006874,2025-06-26,C019,P007,6.5,1
TS0006875,2025-06-26,C018,P007,6.6,1
TS0006876,2025-06-27,C018,P039,6.5,1
TS0006877,2025-06-27,C011,P039,6.1,1
TS0006878,2025-06-27,C015,P039,1.7,0
TS0006879,2025-06-27,C015,P019,6.1,1
TS0006880,2025-06-27,C029,P019,3.1,0
TS0006881,2025-06-27,C025,P019,8.6,1
TS0006882,2025-06-27,C030,P019,4.8,1
TS0006883,2025-06-27,C003,P019,6.3,1
TS0006884,2025-06-27,C015,P026,5.2,1
TS0006885,2025-06-27,C013,P026,6.9,1
TS0006886,2025-06-27,C005,P029,4.6,1
TS0006887,2025-06-27,C012,P037,5.4,1
TS0006888,2025-06-27,C011,P037,4.4,1
TS0006889,2025-06-27,C005,P007,0.6,0
TS0006890,2025-06-27,C018,P007,4.6,1
TS0006891,2025-06-27,C019,P007,4.9,1
TS0006892,2025-06-27,C009,P007,7.4,1
TS0006893,2025-06-27,C001,P005,5.2,1
TS0006894,2025-06-27,C007,P005,1.0,0
TS0006895,2025-06-27,C017,P002,3.5,1
TS0006896,2025-06-27,C004,P002,6.0,1
TS0006897,2025-06-27,C021,P002,4.6,1
TS0006898,2025-06-27,C024,P002,8.2,1
TS0006899,2025-06-27,C003,P027,3.9,1
TS0006900,2025-06-27,C022,P027,6.4,1
TS0006901,2025-06-30,C030,P019,7.0,1
TS0006902,2025-06-30,C003,P019,2.1,0
TS0006903,2025-06-30,C003,P027,2.8,0
TS0006904,2025-06-30,C011,P027,7.2,1
TS0006905,2025-06-30,C018,P039,6.7,1
TS0006906,2025-06-30,C015,P039,0.4,0
TS0006907,2025-06-30,C011,P039,7.7,1
TS0006908,2025-06-30,C011,P037,7.4,1
TS0006909,2025-06-30,C012,P037,5.1,1
TS0006910,2025-06-30,C025,P029,8.4,1
TS0006911,2025-06-30,C023,P029,5.9,1
TS0006912,2025-06-30,C005,P029,6.8,1
TS0006913,2025-06-30,C014,P007,6.0,1
TS0006914,2025-06-30,C009,P007,7.1,1
TS0006915,2025-06-30,C011,P007,7.1,1
TS0006916,2025-06-30,C005,P007,6.5,1
TS0006917,2025-06-30,C019,P007,6.8,1
TS0006918,2025-06-30,C018,P007,5.3,1
TS0006919,2025-06-30,C021,P002,7.2,1
TS0006920,2025-06-30,C024,P002,5.9,1
TS0006921,2025-07-01,C011,P027,4.4,1
TS0006922,2025-07-01,C003,P027,4.1,1
TS0006923,2025-07-01,C022,P027,6.5,1
TS0006924,2025-07-01,C001,P040,6.8,1
TS0006925,2025-07-01,C020,P040,7.1,1
TS0006926,2025-07-01,C015,P040,6.5,1
TS0006927,2025-07-01,C023,P040,6.0,1
TS0006928,2025-07-01,C017,P040,1.7,0
TS0006929,2025-07-01,C002,P007,4.9,1
TS0006930,2025-07-01,C009,P007,3.5,1
TS0006931,2025-07-01,C005,P007,4.3,1
TS0006932,2025-07-01,C011,P007,5.0,1
TS0006933,2025-07-01,C015,P039,5.1,1
TS0006934,2025-07-01,C018,P039,5.9,1
TS0006935,2025-07-01,C011,P039,4.8,0
TS0006936,2025-07-01,C025,P019,5.7,1
TS0006937,2025-07-01,C015,P019,2.1,0
TS0006938,2025-07-01,C030,P019,4.0,1
TS0006939,2025-07-01,C003,P019,3.4,0
TS0006940,2025-07-01,C010,P029,1.5,0
TS0006941,2025-07-01,C007,P005,3.9,1
TS0006942,2025-07-01,C011,P037,2.3,1
TS0006943,2025-07-01,C012,P037,5.4,1
TS0006944,2025-07-01,C013,P026,2.7,0
TS0006945,2025-07-01,C021,P002,4.8,1
TS0006946,2025-07-01,C024,P002,6.9,1
TS0006947,2025-07-02,C019,P007,2.4,0
TS0006948,2025-07-02,C014,P007,6.2,1
TS0006949,2025-07-02,C002,P007,5.8,1
TS0006950,2025-07-02,C011,P007,7.0,1
TS0006951,2025-07-02,C005,P007,5.9,1
TS0006952,2025-07-02,C009,P007,6.6,1
TS0006953,2025-07-02,C018,P007,4.3,1
TS0006954,2025-07-02,C020,P040,3.7,1
TS0006955,2025-07-02,C015,P040,4.1,1
TS0006956,2025-07-02,C001,P040,7.1,1
TS0006957,2025-07-02,C023,P040,5.7,1
TS0006958,2025-07-02,C017,P040,7.0,1
TS0006959,2025-07-02,C029,P019,7.1,1
TS0006960,2025-07-02,C007,P005,1.8,0
TS0006961,2025-07-02,C021,P002,5.7,1
TS0006962,2025-07-03,C010,P029,0.9,0
TS0006963,2025-07-03,C005,P029,5.9,1
TS0006964,2025-07-03,C015,P026,7.3,1
TS0006965,2025-07-03,C001,P005,4.5,1
TS0006966,2025-07-03,C001,P040,5.5,1
TS0006967,2025-07-03,C017,P040,1.2,0
TS0006968,2025-07-03,C023,P040,4.5,1
TS0006969,2025-07-03,C015,P040,10.6,1
TS0006970,2025-07-03,C013,P040,4.5,1
TS0006971,2025-07-03,C020,P040,6.1,1
TS0006972,2025-07-03,C021,P002,7.6,1
TS0006973,2025-07-03,C017,P002,4.8,1
TS0006974,2025-07-03,C004,P002,7.4,1
TS0006975,2025-07-03,C024,P002,6.2,1
TS0006976,2025-07-03,C011,P039,5.5,1
TS0006977,2025-07-03,C015,P039,4.5,1
TS0006978,2025-07-03,C018,P039,6.2,1
TS0006979,2025-07-03,C009,P007,5.9,1
TS0006980,2025-07-03,C012,P037,6.7,1
TS0006981,2025-07-03,C003,P027,3.3,1
TS0006982,2025-07-03,C022,P027,6.8,1
TS0006983,2025-07-03,C003,P019,6.7,1
TS0006984,2025-07-03,C015,P019,5.0,1
TS0006985,2025-07-04,C017,P040,8.8,1
TS0006986,2025-07-04,C020,P040,6.3,1
TS0006987,2025-07-04,C011,P040,8.0,1
TS0006988,2025-07-04,C002,P007,6.6,1
TS0006989,2025-07-04,C018,P007,4.7,1
TS0006990,2025-07-04,C011,P039,6.7,1
TS0006991,2025-07-04,C015,P039,7.7,1
TS0006992,2025-07-04,C015,P019,6.3,1
TS0006993,2025-07-04,C003,P019,2.7,0
TS0006994,2025-07-04,C029,P019,7.1,1
TS0006995,2025-07-07,C029,P019,2.4,0
TS0006996,2025-07-07,C015,P019,3.1,1
TS0006997,2025-07-07,C025,P019,1.7,1
TS0006998,2025-07-07,C030,P019,3.6,1
TS0006999,2025-07-07,C022,P027,6.9,1
TS0007000,2025-07-07,C011,P027,5.0,1
TS0007001,2025-07-07,C011,P037,5.4,1
TS0007002,2025-07-07,C012,P037,5.5,1
TS0007003,2025-07-07,C023,P040,6.8,1
TS0007004,2025-07-07,C017,P040,8.6,1
TS0007005,2025-07-07,C024,P002,7.5,1
TS0007006,2025-07-07,C017,P002,1.4,0
TS0007007,2025-07-07,C021,P002,8.2,1
TS0007008,2025-07-07,C004,P002,7.9,1
TS0007009,2025-07-07,C007,P005,1.3,0
TS0007010,2025-07-07,C001,P005,5.6,1
TS0007011,2025-07-07,C015,P039,5.5,1
TS0007012,2025-07-07,C011,P039,4.9,1
TS0007013,2025-07-07,C018,P039,9.5,1
TS0007014,2025-07-07,C015,P026,1.5,0
TS0007015,2025-07-07,C005,P007,6.0,1
TS0007016,2025-07-07,C011,P007,6.2,1
TS0007017,2025-07-07,C002,P007,4.3,1
TS0007018,2025-07-07,C019,P007,1.0,0
TS0007019,2025-07-07,C009,P007,7.1,1
TS0007020,2025-07-08,C003,P019,8.0,1
TS0007021,2025-07-08,C030,P019,6.8,1
TS0007022,2025-07-08,C015,P019,6.6,1
TS0007023,2025-07-08,C001,P005,7.5,1
TS0007024,2025-07-08,C019,P007,3.1,0
TS0007025,2025-07-08,C003,P027,1.2,0
TS0007026,2025-07-08,C011,P027,2.1,0
TS0007027,2025-07-08,C013,P026,9.7,1
TS0007028,2025-07-08,C015,P026,3.8,1
TS0007029,2025-07-08,C012,P037,6.2,1
TS0007030,2025-07-08,C011,P037,4.8,1
TS0007031,2025-07-09,C012,P037,3.2,1
TS0007032,2025-07-09,C007,P005,4.2,1
TS0007033,2025-07-09,C001,P005,5.5,1
TS0007034,2025-07-09,C023,P040,3.6,0
TS0007035,2025-07-09,C024,P002,6.7,1
TS0007036,2025-07-09,C021,P002,5.9,1
TS0007037,2025-07-09,C004,P002,8.1,1
TS0007038,2025-07-09,C017,P002,7.7,1
TS0007039,2025-07-09,C015,P026,4.3,1
TS0007040,2025-07-09,C003,P027,1.7,0
TS0007041,2025-07-09,C011,P027,8.4,1
TS0007042,2025-07-09,C019,P007,7.0,1
TS0007043,2025-07-09,C018,P039,8.1,1
TS0007044,2025-07-09,C011,P039,7.9,1
TS0007045,2025-07-09,C015,P039,4.1,1
TS0007046,2025-07-10,C001,P005,2.7,0
TS0007047,2025-07-10,C014,P007,6.5,1
TS0007048,2025-07-10,C011,P007,4.7,1
TS0007049,2025-07-10,C019,P007,0.6,0
TS0007050,2025-07-10,C002,P007,8.7,1
TS0007051,2025-07-10,C018,P007,5.3,1
TS0007052,2025-07-10,C009,P007,7.7,1
TS0007053,2025-07-10,C011,P037,2.3,1
TS0007054,2025-07-10,C015,P040,6.4,1
TS0007055,2025-07-10,C021,P002,6.6,1
TS0007056,2025-07-10,C017,P002,3.2,1
TS0007057,2025-07-10,C004,P002,1.6,0
TS0007058,2025-07-10,C015,P039,6.0,1
TS0007059,2025-07-10,C018,P039,7.6,1
TS0007060,2025-07-11,C024,P002,5.5,1
TS0007061,2025-07-11,C021,P002,6.6,1
TS0007062,2025-07-11,C017,P002,6.1,1
TS0007063,2025-07-11,C014,P007,6.3,1
TS0007064,2025-07-11,C002,P007,4.4,1
TS0007065,2025-07-11,C009,P007,7.3,1
TS0007066,2025-07-11,C005,P007,5.5,1
TS0007067,2025-07-11,C017,P040,6.4,1
TS0007068,2025-07-11,C015,P040,4.6,1
TS0007069,2025-07-11,C011,P040,7.8,1
TS0007070,2025-07-11,C023,P040,3.2,0
TS0007071,2025-07-11,C001,P040,7.8,1
TS0007072,2025-07-11,C020,P040,7.3,1
TS0007073,2025-07-11,C011,P037,8.1,1
TS0007074,2025-07-11,C013,P026,4.1,0
TS0007075,2025-07-11,C015,P026,6.0,1
TS0007076,2025-07-11,C011,P027,1.6,1
TS0007077,2025-07-11,C003,P027,8.0,1
TS0007078,2025-07-11,C022,P027,3.2,1
TS0007079,2025-07-14,C007,P005,5.9,1
TS0007080,2025-07-14,C001,P005,7.5,1
TS0007081,2025-07-14,C011,P027,8.7,1
TS0007082,2025-07-14,C022,P027,3.2,0
TS0007083,2025-07-14,C025,P019,4.9,1
TS0007084,2025-07-14,C015,P039,3.9,1
TS0007085,2025-07-14,C011,P039,5.2,1
TS0007086,2025-07-14,C008,P017,5.7,1
TS0007087,2025-07-14,C009,P017,6.0,1
TS0007088,2025-07-14,C017,P002,4.0,1
TS0007089,2025-07-14,C013,P026,4.4,1
TS0007090,2025-07-15,C017,P002,7.4,1
TS0007091,2025-07-15,C004,P002,5.9,1
TS0007092,2025-07-15,C021,P002,6.9,1
TS0007093,2025-07-15,C007,P005,5.4,1
TS0007094,2025-07-15,C011,P039,6.1,1
TS0007095,2025-07-15,C019,P007,8.2,1
TS0007096,2025-07-15,C014,P007,4.2,1
TS0007097,2025-07-15,C018,P007,3.8,1
TS0007098,2025-07-15,C005,P007,4.2,1
TS0007099,2025-07-15,C002,P007,3.2,1
TS0007100,2025-07-15,C011,P007,6.1,1
TS0007101,2025-07-15,C029,P019,9.7,1
TS0007102,2025-07-15,C001,P040,9.0,1
TS0007103,2025-07-15,C023,P040,5.8,1
TS0007104,2025-07-15,C020,P040,7.4,1
TS0007105,2025-07-15,C017,P040,5.8,1
TS0007106,2025-07-15,C009,P017,6.3,1
TS0007107,2025-07-15,C007,P017,4.8,1
TS0007108,2025-07-15,C002,P017,5.0,1
TS0007109,2025-07-15,C008,P017,7.7,1
TS0007110,2025-07-15,C013,P026,7.0,1
TS0007111,2025-07-15,C022,P027,5.1,1
TS0007112,2025-07-15,C003,P027,2.4,0
TS0007113,2025-07-15,C011,P037,4.9,1
TS0007114,2025-07-16,C015,P026,2.6,0
TS0007115,2025-07-16,C011,P039,6.4,1
TS0007116,2025-07-16,C011,P037,8.1,1
TS0007117,2025-07-16,C012,P037,6.9,1
TS0007118,2025-07-16,C025,P019,6.9,1
TS0007119,2025-07-16,C003,P019,1.3,0
TS0007120,2025-07-16,C030,P019,5.2,1
TS0007121,2025-07-16,C001,P040,8.3,1
TS0007122,2025-07-16,C020,P040,7.8,1
TS0007123,2025-07-16,C013,P040,5.0,0
TS0007124,2025-07-16,C023,P040,2.9,1
TS0007125,2025-07-16,C007,P017,8.9,1
TS0007126,2025-07-17,C022,P027,6.4,1
TS0007127,2025-07-17,C018,P039,5.9,1
TS0007128,2025-07-17,C011,P039,6.2,1
TS0007129,2025-07-17,C014,P007,6.5,1
TS0007130,2025-07-17,C011,P007,6.4,1
TS0007131,2025-07-17,C029,P019,5.0,1
TS0007132,2025-07-17,C030,P019,5.1,1
TS0007133,2025-07-17,C025,P019,5.4,1
TS0007134,2025-07-17,C015,P019,1.8,0
TS0007135,2025-07-17,C023,P040,8.1,1
TS0007136,2025-07-17,C013,P040,3.1,0
TS0007137,2025-07-17,C020,P040,5.8,1
TS0007138,2025-07-17,C017,P040,7.2,1
TS0007139,2025-07-17,C011,P040,7.4,1
TS0007140,2025-07-17,C001,P005,6.1,1
TS0007141,2025-07-17,C007,P005,4.5,1
TS0007142,2025-07-17,C008,P017,1.7,0
TS0007143,2025-07-17,C002,P017,7.0,1
TS0007144,2025-07-17,C015,P026,1.8,0
TS0007145,2025-07-17,C013,P026,5.2,1
TS0007146,2025-07-17,C021,P002,5.5,1
TS0007147,2025-07-17,C004,P002,6.2,1
TS0007148,2025-07-18,C011,P027,6.3,1
TS0007149,2025-07-18,C003,P027,7.1,1
TS0007150,2025-07-18,C013,P026,4.9,1
TS0007151,2025-07-18,C015,P026,5.8,1
TS0007152,2025-07-18,C017,P002,5.5,1
TS0007153,2025-07-18,C004,P002,7.0,1
TS0007154,2025-07-18,C018,P039,2.9,1
TS0007155,2025-07-18,C015,P039,4.7,1
TS0007156,2025-07-18,C011,P039,4.9,1
TS0007157,2025-07-18,C018,P007,7.0,1
TS0007158,2025-07-18,C008,P017,4.2,1
TS0007159,2025-07-18,C002,P017,2.2,0
TS0007160,2025-07-18,C003,P019,0.7,0
TS0007161,2025-07-18,C025,P019,0.9,0
TS0007162,2025-07-18,C029,P019,0.6,0
TS0007163,2025-07-18,C030,P019,7.4,1
TS0007164,2025-07-18,C015,P019,5.7,1
TS0007165,2025-07-18,C007,P005,5.6,1
TS0007166,2025-07-18,C001,P005,5.9,1
TS0007167,2025-07-21,C030,P019,4.7,1
TS0007168,2025-07-21,C011,P037,6.8,1
TS0007169,2025-07-21,C012,P037,2.7,0
TS0007170,2025-07-21,C001,P005,3.1,0
TS0007171,2025-07-21,C021,P002,5.6,1
TS0007172,2025-07-21,C011,P007,4.7,1
TS0007173,2025-07-21,C019,P007,5.6,1
TS0007174,2025-07-21,C009,P007,6.3,1
TS0007175,2025-07-21,C014,P007,4.4,1
TS0007176,2025-07-21,C007,P004,6.3,1
TS0007177,2025-07-21,C028,P004,8.5,1
TS0007178,2025-07-21,C027,P004,9.2,1
TS0007179,2025-07-21,C011,P039,5.1,1
TS0007180,2025-07-21,C018,P039,7.8,1
TS0007181,2025-07-21,C015,P039,0.8,0
TS0007182,2025-07-21,C013,P026,0.5,0
TS0007183,2025-07-21,C015,P026,6.2,1
TS0007184,2025-07-21,C015,P040,1.2,0
TS0007185,2025-07-21,C003,P027,0.5,0
TS0007186,2025-07-21,C011,P027,5.4,1
TS0007187,2025-07-21,C009,P017,2.3,0
TS0007188,2025-07-22,C011,P039,8.5,1
TS0007189,2025-07-22,C018,P039,7.9,1
TS0007190,2025-07-22,C023,P040,6.1,1
TS0007191,2025-07-22,C001,P040,5.8,1
TS0007192,2025-07-22,C013,P040,4.5,1
TS0007193,2025-07-22,C020,P040,5.7,1
TS0007194,2025-07-22,C007,P005,6.0,1
TS0007195,2025-07-22,C027,P004,6.7,1
TS0007196,2025-07-22,C007,P004,6.1,1
TS0007197,2025-07-22,C012,P037,5.1,1
TS0007198,2025-07-22,C003,P027,6.5,1
TS0007199,2025-07-22,C021,P002,6.0,1
TS0007200,2025-07-22,C024,P002,6.0,1
TS0007201,2025-07-22,C017,P002,0.8,0
TS0007202,2025-07-22,C018,P007,6.9,1
TS0007203,2025-07-22,C002,P017,6.2,1
TS0007204,2025-07-22,C009,P017,8.6,1
TS0007205,2025-07-22,C008,P017,6.1,1
TS0007206,2025-07-22,C007,P017,5.4,1
TS0007207,2025-07-22,C015,P026,5.5,1
TS0007208,2025-07-22,C030,P019,8.6,1
TS0007209,2025-07-22,C015,P019,8.1,1
TS0007210,2025-07-22,C025,P019,1.0,0
TS0007211,2025-07-22,C003,P019,5.5,0
TS0007212,2025-07-23,C028,P004,5.8,1
TS0007213,2025-07-23,C011,P037,2.1,0
TS0007214,2025-07-23,C024,P002,2.9,1
TS0007215,2025-07-23,C018,P007,6.8,1
TS0007216,2025-07-23,C019,P007,7.7,1
TS0007217,2025-07-23,C025,P019,6.8,1
TS0007218,2025-07-23,C015,P019,5.8,1
TS0007219,2025-07-23,C029,P019,8.3,1
TS0007220,2025-07-23,C030,P019,4.9,1
TS0007221,2025-07-23,C003,P019,3.0,0
TS0007222,2025-07-23,C018,P039,0.9,0
TS0007223,2025-07-23,C015,P039,4.7,1
TS0007224,2025-07-23,C011,P039,7.5,1
TS0007225,2025-07-23,C007,P017,8.8,1
TS0007226,2025-07-23,C009,P017,4.0,1
TS0007227,2025-07-23,C002,P017,7.3,1
TS0007228,2025-07-23,C001,P005,9.2,1
TS0007229,2025-07-23,C007,P005,3.9,1
TS0007230,2025-07-23,C013,P026,8.6,1
TS0007231,2025-07-23,C003,P027,0.5,0
TS0007232,2025-07-23,C022,P027,4.9,1
TS0007233,2025-07-23,C020,P040,2.9,0
TS0007234,2025-07-23,C017,P040,7.1,1
TS0007235,2025-07-23,C023,P040,7.8,1
TS0007236,2025-07-24,C011,P007,5.7,1
TS0007237,2025-07-24,C009,P007,5.9,1
TS0007238,2025-07-24,C024,P002,7.3,1
TS0007239,2025-07-24,C021,P002,6.1,1
TS0007240,2025-07-24,C001,P005,4.3,1
TS0007241,2025-07-24,C007,P005,8.8,1
TS0007242,2025-07-24,C009,P017,4.2,1
TS0007243,2025-07-24,C002,P017,5.0,1
TS0007244,2025-07-24,C008,P017,7.3,1
TS0007245,2025-07-24,C007,P017,5.8,1
TS0007246,2025-07-24,C015,P026,6.5,1
TS0007247,2025-07-25,C015,P039,2.5,0
TS0007248,2025-07-25,C005,P007,3.3,0
TS0007249,2025-07-25,C019,P007,5.0,1
TS0007250,2025-07-25,C018,P007,5.3,1
TS0007251,2025-07-25,C014,P007,5.0,1
TS0007252,2025-07-25,C002,P007,6.8,1
TS0007253,2025-07-25,C009,P007,5.1,1
TS0007254,2025-07-25,C011,P007,1.3,0
TS0007255,2025-07-25,C025,P019,9.7,1
TS0007256,2025-07-25,C029,P019,3.2,0
TS0007257,2025-07-25,C030,P019,5.5,1
TS0007258,2025-07-25,C027,P004,2.8,1
TS0007259,2025-07-25,C022,P027,7.5,1
TS0007260,2025-07-25,C012,P037,6.6,1
TS0007261,2025-07-28,C009,P017,6.6,1
TS0007262,2025-07-28,C012,P037,5.7,1
TS0007263,2025-07-28,C007,P028,6.3,1
TS0007264,2025-07-28,C028,P004,5.8,1
TS0007265,2025-07-28,C011,P040,5.4,1
TS0007266,2025-07-28,C020,P040,6.5,1
TS0007267,2025-07-28,C018,P039,5.9,1
TS0007268,2025-07-28,C011,P039,6.8,1
TS0007269,2025-07-28,C015,P039,9.2,1
TS0007270,2025-07-29,C011,P039,6.8,1
TS0007271,2025-07-29,C015,P039,7.8,1
TS0007272,2025-07-29,C013,P026,5.3,1
TS0007273,2025-07-29,C015,P026,4.0,0
TS0007274,2025-07-29,C007,P005,4.5,1
TS0007275,2025-07-29,C001,P005,6.8,1
TS0007276,2025-07-29,C014,P007,5.7,1
TS0007277,2025-07-29,C011,P037,7.2,1
TS0007278,2025-07-29,C012,P037,6.7,1
TS0007279,2025-07-29,C003,P028,6.2,1
TS0007280,2025-07-29,C008,P028,1.2,0
TS0007281,2025-07-29,C014,P028,6.4,1
TS0007282,2025-07-29,C007,P028,4.5,1
TS0007283,2025-07-29,C011,P040,7.8,1
TS0007284,2025-07-29,C017,P040,8.4,1
TS0007285,2025-07-29,C020,P040,7.4,1
TS0007286,2025-07-29,C023,P040,6.0,1
TS0007287,2025-07-29,C001,P040,5.9,1
TS0007288,2025-07-29,C015,P040,5.6,1
TS0007289,2025-07-29,C018,P013,7.2,1
TS0007290,2025-07-29,C011,P013,3.4,1
TS0007291,2025-07-29,C008,P017,5.7,1
